Public Key gen UE(us),Shared Key gen UE(us),Total
64.92099965,123.0199996,187.9409992
115.3190005,150.7180004,266.037001
54.22399954,82.35399946,136.577999
53.47000115,81.81300109,135.2830022
52.59200043,81.81800149,134.4100019
52.80000005,94.3720006,147.1720007
53.96699999,82.37199836,136.3389983
52.51200128,81.93000031,134.4420016
52.70600013,81.75500079,134.4610009
52.15199963,85.46299978,137.6149994
52.90100125,81.77100062,134.6720019
51.93200013,81.86800005,133.8000002
52.89299952,81.80199984,134.6949994
52.58999954,81.64099927,134.2309988
52.31700015,82.10799933,134.4249995
52.09400115,81.64999963,133.7440008
52.23999869,81.74200048,133.9819992
52.05699927,81.69799912,133.7549984
52.47799891,81.69299872,134.1709976
52.1639995,81.74499999,133.9089995
52.21600077,81.59699973,133.8130005
51.84200018,81.77699965,133.6189998
51.97999963,81.73600145,133.7160011
51.90699994,81.66600128,133.5730012
52.05700108,82.54700151,134.6040026
52.69999929,81.71700028,134.4169996
51.90000047,81.59799836,133.4979988
53.49599996,81.51000111,135.0060011
52.42200132,81.83200043,134.2540018
51.94799996,81.6390002,133.5870002
53.67799895,82.01200035,135.6899993
52.28800001,81.68699969,133.9749997
51.77599996,81.48400048,133.2600004
51.84600013,81.73499918,133.5809993
64.17399891,81.85800107,146.032
53.0010002,81.79900033,134.8000005
51.88999967,81.54200077,133.4320004
52.47400077,81.67000124,134.144002
52.14499834,81.55100113,133.6959995
52.09499977,81.51000111,133.6050009
51.63400056,81.90399967,133.5380002
53.27600047,81.73900096,135.0150014
51.59200009,81.54900024,133.1410003
52.08199946,81.5759995,133.657999
51.9339992,81.57100092,133.5050001
52.05699927,81.46599976,133.522999
52.2420014,81.78700045,134.0290019
51.75600018,81.61799997,133.3740001
52.81499944,81.55899923,134.3739987
52.53400013,82.03300058,134.5670007
53.61500007,81.67899978,135.2939998
52.02799912,81.6110005,133.6389996
52.47700028,81.59500067,134.0720009
51.58400018,82.12899957,133.7129997
52.16200043,81.69699868,133.8589991
51.92500066,81.6519987,133.5769994
52.11600001,81.68999921,133.8059992
52.43499982,81.79900033,134.2340001
52.13300028,81.83300088,133.9660012
51.83100075,81.73800052,133.5690013
52.49599963,81.57799857,134.0739982
52.51599941,81.65600048,134.1719999
51.66800111,81.68199929,133.3500004
61.83799997,82.1550002,143.9930002
52.37699952,81.95299961,134.3299991
51.77899948,81.50699978,133.2859993
51.6630007,81.7880009,133.4510016
51.76400009,81.49700079,133.2610009
52.47699846,81.60400102,134.0809995
52.19599916,82.29800005,134.4939992
52.04199988,81.74700088,133.7890008
52.57500015,81.82700003,134.4020002
51.94299956,81.64800056,133.5910001
51.64300092,81.65799954,133.3010005
53.48400009,85.18499999,138.6690001
52.9480003,81.75099902,134.6989993
51.62100024,81.88300126,133.5040015
52.12100041,81.62400081,133.7450012
52.02700049,81.71500122,133.7420017
51.60100045,81.61299957,133.214
51.74100079,81.54399984,133.2850006
51.7619992,81.54999887,133.3119981
51.55300096,81.62999984,133.1830008
52.0550002,82.02900062,134.0840008
51.67900053,81.48599954,133.1650001
51.67299969,81.93199938,133.6049991
53.00800149,82.22100041,135.2290019
55.4770013,81.74199866,137.219
52.01299973,81.89499931,133.907999
51.61400077,81.89599976,133.5100005
54.30800047,81.61599908,135.9239996
52.56799886,82.17600043,134.7439993
56.36399874,81.93999929,138.303998
52.82600068,81.58499986,134.4110005
52.11499956,82.07300016,134.1879997
51.78100037,81.92899986,133.7100002
51.71900011,81.69600005,133.4150002
51.94299956,81.50599933,133.4489989
52.26599933,81.57499906,133.8409984
52.46600085,81.60499965,134.0710005
53.4640003,82.48900122,135.9530015
52.63999992,81.92199857,134.5619985
51.96299935,81.75999938,133.7229987
52.13300028,81.46800064,133.6010009
52.27600013,81.76600022,134.0420004
52.3689996,81.55999967,133.9289993
51.89700096,81.59199933,133.4890003
52.10299969,81.55399883,133.6569985
51.7289991,81.87999993,133.608999
51.85699956,81.133001,132.9900006
52.24300003,82.52200132,134.7650013
52.39100028,81.67200031,134.0630006
52.07100003,82.26099999,134.332
52.65999971,81.75799849,134.4179982
52.21200081,81.90900007,134.1210009
52.71400005,82.03200014,134.7460002
53.17399882,81.34599921,134.519998
52.77200034,81.20300117,133.9750015
52.17099897,81.6669999,133.8379989
52.11799908,81.77600102,133.8940001
52.14200064,81.82400052,133.9660012
57.50000128,82.39999988,139.9000012
54.49200034,82.37600014,136.8680005
52.58599958,81.96599993,134.5519995
53.62299999,81.95800001,135.581
51.89299918,81.78600001,133.6789992
51.90000047,82.2280017,134.1280022
52.78800018,81.73700007,134.5250002
52.03699948,82.37400107,134.4110005
52.27000111,81.69500143,133.9650025
52.64799984,81.69600005,134.3439999
51.80100015,81.821001,133.6220012
51.79800064,81.91099914,133.7089998
51.84699876,81.62399899,133.4709978
52.2270002,81.47500012,133.7020003
51.90699994,81.55799878,133.4649987
51.71299927,81.64199971,133.354999
52.52299889,81.5759995,134.0989984
52.37699952,81.64200153,134.0190011
51.87599891,81.73700007,133.612999
53.29299893,81.74899995,135.0419989
51.95099948,81.71799891,133.6689984
60.84000051,81.8059998,142.6460003
52.96500058,81.65799954,134.6230001
54.12099927,82.20800009,136.3289994
55.71099973,82.35200039,138.0630001
53.53099914,66.56500045,120.0959996
50.8789999,85.99600005,136.875
53.51000073,81.87300045,135.3830012
52.70600013,90.40999976,143.1159999
57.83100096,65.38299931,123.2140003
42.11899977,77.36999942,119.4889992
54.81500011,81.90100016,136.7160003
52.10999916,81.71899935,133.8289985
51.18999979,82.34800043,133.5380002
