RPi_Kyber512\frame_0.jpg,4.46
RPi_Kyber512\frame_1.jpg,4.46
RPi_Kyber512\frame_2.jpg,4.46
RPi_Kyber512\frame_3.jpg,4.46
RPi_Kyber512\frame_4.jpg,4.46
RPi_Kyber512\frame_5.jpg,4.46
RPi_Kyber512\frame_6.jpg,4.46
RPi_Kyber512\frame_7.jpg,4.46
RPi_Kyber512\frame_8.jpg,4.46
RPi_Kyber512\frame_9.jpg,4.46
RPi_Kyber512\frame_10.jpg,4.46
RPi_Kyber512\frame_11.jpg,4.56
RPi_Kyber512\frame_12.jpg,4.56
RPi_Kyber512\frame_13.jpg,4.56
RPi_Kyber512\frame_14.jpg,4.56
RPi_Kyber512\frame_15.jpg,4.56
RPi_Kyber512\frame_16.jpg,4.56
RPi_Kyber512\frame_17.jpg,4.56
RPi_Kyber512\frame_18.jpg,4.56
RPi_Kyber512\frame_19.jpg,4.56
RPi_Kyber512\frame_20.jpg,4.56
RPi_Kyber512\frame_21.jpg,4.56
RPi_Kyber512\frame_22.jpg,4.56
RPi_Kyber512\frame_23.jpg,4.56
RPi_Kyber512\frame_24.jpg,4.56
RPi_Kyber512\frame_25.jpg,4.56
RPi_Kyber512\frame_26.jpg,4.56
RPi_Kyber512\frame_27.jpg,4.5
RPi_Kyber512\frame_28.jpg,4.5
RPi_Kyber512\frame_29.jpg,4.5
RPi_Kyber512\frame_30.jpg,4.5
RPi_Kyber512\frame_31.jpg,4.5
RPi_Kyber512\frame_32.jpg,4.5
RPi_Kyber512\frame_33.jpg,4.5
RPi_Kyber512\frame_34.jpg,4.5
RPi_Kyber512\frame_35.jpg,4.5
RPi_Kyber512\frame_36.jpg,4.5
RPi_Kyber512\frame_37.jpg,4.5
RPi_Kyber512\frame_38.jpg,4.5
RPi_Kyber512\frame_39.jpg,4.5
RPi_Kyber512\frame_40.jpg,4.5
RPi_Kyber512\frame_41.jpg,4.5
RPi_Kyber512\frame_42.jpg,4.4
RPi_Kyber512\frame_43.jpg,4.4
RPi_Kyber512\frame_44.jpg,4.4
RPi_Kyber512\frame_45.jpg,4.4
RPi_Kyber512\frame_46.jpg,4.4
RPi_Kyber512\frame_47.jpg,4.4
RPi_Kyber512\frame_48.jpg,4.4
RPi_Kyber512\frame_49.jpg,4.4
RPi_Kyber512\frame_50.jpg,4.4
RPi_Kyber512\frame_51.jpg,4.4
RPi_Kyber512\frame_52.jpg,4.4
RPi_Kyber512\frame_53.jpg,4.4
RPi_Kyber512\frame_54.jpg,4.4
RPi_Kyber512\frame_55.jpg,4.4
RPi_Kyber512\frame_56.jpg,4.4
RPi_Kyber512\frame_57.jpg,4.47
RPi_Kyber512\frame_58.jpg,4.47
RPi_Kyber512\frame_59.jpg,4.47
RPi_Kyber512\frame_60.jpg,4.47
RPi_Kyber512\frame_61.jpg,4.47
RPi_Kyber512\frame_62.jpg,4.47
RPi_Kyber512\frame_63.jpg,4.47
RPi_Kyber512\frame_64.jpg,4.47
RPi_Kyber512\frame_65.jpg,4.47
RPi_Kyber512\frame_66.jpg,4.47
RPi_Kyber512\frame_67.jpg,4.47
RPi_Kyber512\frame_68.jpg,4.47
RPi_Kyber512\frame_69.jpg,4.47
RPi_Kyber512\frame_70.jpg,4.47
RPi_Kyber512\frame_71.jpg,4.47
RPi_Kyber512\frame_72.jpg,4.39
RPi_Kyber512\frame_73.jpg,4.39
RPi_Kyber512\frame_74.jpg,4.39
RPi_Kyber512\frame_75.jpg,4.39
RPi_Kyber512\frame_76.jpg,4.39
RPi_Kyber512\frame_77.jpg,4.39
RPi_Kyber512\frame_78.jpg,4.39
RPi_Kyber512\frame_79.jpg,4.39
RPi_Kyber512\frame_80.jpg,4.39
RPi_Kyber512\frame_81.jpg,4.39
RPi_Kyber512\frame_82.jpg,4.39
RPi_Kyber512\frame_83.jpg,4.39
RPi_Kyber512\frame_84.jpg,4.39
RPi_Kyber512\frame_85.jpg,4.39
RPi_Kyber512\frame_86.jpg,4.39
RPi_Kyber512\frame_87.jpg,4.36
RPi_Kyber512\frame_88.jpg,4.36
RPi_Kyber512\frame_89.jpg,4.36
RPi_Kyber512\frame_90.jpg,4.36
RPi_Kyber512\frame_91.jpg,4.36
RPi_Kyber512\frame_92.jpg,4.36
RPi_Kyber512\frame_93.jpg,4.36
RPi_Kyber512\frame_94.jpg,4.36
RPi_Kyber512\frame_95.jpg,4.36
RPi_Kyber512\frame_96.jpg,4.36
RPi_Kyber512\frame_97.jpg,4.36
RPi_Kyber512\frame_98.jpg,4.36
RPi_Kyber512\frame_99.jpg,4.36
RPi_Kyber512\frame_100.jpg,4.36
RPi_Kyber512\frame_101.jpg,4.36
RPi_Kyber512\frame_102.jpg,4.5
RPi_Kyber512\frame_103.jpg,4.5
RPi_Kyber512\frame_104.jpg,4.5
RPi_Kyber512\frame_105.jpg,4.5
RPi_Kyber512\frame_106.jpg,4.5
RPi_Kyber512\frame_107.jpg,4.5
RPi_Kyber512\frame_108.jpg,4.5
RPi_Kyber512\frame_109.jpg,4.5
RPi_Kyber512\frame_110.jpg,4.5
RPi_Kyber512\frame_111.jpg,4.5
RPi_Kyber512\frame_112.jpg,4.5
RPi_Kyber512\frame_113.jpg,4.5
RPi_Kyber512\frame_114.jpg,4.5
RPi_Kyber512\frame_115.jpg,4.5
RPi_Kyber512\frame_116.jpg,4.5
RPi_Kyber512\frame_117.jpg,4.42
RPi_Kyber512\frame_118.jpg,4.42
RPi_Kyber512\frame_119.jpg,4.42
RPi_Kyber512\frame_120.jpg,4.42
RPi_Kyber512\frame_121.jpg,4.42
RPi_Kyber512\frame_122.jpg,4.42
RPi_Kyber512\frame_123.jpg,4.42
RPi_Kyber512\frame_124.jpg,4.42
RPi_Kyber512\frame_125.jpg,4.42
RPi_Kyber512\frame_126.jpg,4.42
RPi_Kyber512\frame_127.jpg,4.42
RPi_Kyber512\frame_128.jpg,4.42
RPi_Kyber512\frame_129.jpg,4.42
RPi_Kyber512\frame_130.jpg,4.42
RPi_Kyber512\frame_131.jpg,4.42
RPi_Kyber512\frame_132.jpg,0.909
RPi_Kyber512\frame_133.jpg,5.09
RPi_Kyber512\frame_134.jpg,5.09
RPi_Kyber512\frame_135.jpg,5.09
RPi_Kyber512\frame_136.jpg,5.09
RPi_Kyber512\frame_137.jpg,5.09
RPi_Kyber512\frame_138.jpg,5.09
RPi_Kyber512\frame_139.jpg,5.09
RPi_Kyber512\frame_140.jpg,5.09
RPi_Kyber512\frame_141.jpg,5.09
RPi_Kyber512\frame_142.jpg,5.09
RPi_Kyber512\frame_143.jpg,5.09
RPi_Kyber512\frame_144.jpg,5.09
RPi_Kyber512\frame_145.jpg,5.09
RPi_Kyber512\frame_146.jpg,5.09
RPi_Kyber512\frame_147.jpg,5.09
RPi_Kyber512\frame_148.jpg,5.2
RPi_Kyber512\frame_149.jpg,5.2
RPi_Kyber512\frame_150.jpg,5.2
RPi_Kyber512\frame_151.jpg,5.2
RPi_Kyber512\frame_152.jpg,5.2
RPi_Kyber512\frame_153.jpg,5.2
RPi_Kyber512\frame_154.jpg,5.2
RPi_Kyber512\frame_155.jpg,5.2
RPi_Kyber512\frame_156.jpg,5.2
RPi_Kyber512\frame_157.jpg,5.2
RPi_Kyber512\frame_158.jpg,5.2
RPi_Kyber512\frame_159.jpg,5.2
RPi_Kyber512\frame_160.jpg,5.2
RPi_Kyber512\frame_161.jpg,5.2
RPi_Kyber512\frame_162.jpg,5.2
RPi_Kyber512\frame_163.jpg,5.92
RPi_Kyber512\frame_164.jpg,5.92
RPi_Kyber512\frame_165.jpg,5.92
RPi_Kyber512\frame_166.jpg,5.92
RPi_Kyber512\frame_167.jpg,5.92
RPi_Kyber512\frame_168.jpg,5.92
RPi_Kyber512\frame_169.jpg,5.92
RPi_Kyber512\frame_170.jpg,5.92
RPi_Kyber512\frame_171.jpg,5.92
RPi_Kyber512\frame_172.jpg,5.92
RPi_Kyber512\frame_173.jpg,5.92
RPi_Kyber512\frame_174.jpg,5.92
RPi_Kyber512\frame_175.jpg,5.92
RPi_Kyber512\frame_176.jpg,5.92
RPi_Kyber512\frame_177.jpg,5.92
RPi_Kyber512\frame_178.jpg,5.87
RPi_Kyber512\frame_179.jpg,5.87
RPi_Kyber512\frame_180.jpg,5.87
RPi_Kyber512\frame_181.jpg,5.87
RPi_Kyber512\frame_182.jpg,5.87
RPi_Kyber512\frame_183.jpg,5.87
RPi_Kyber512\frame_184.jpg,5.87
RPi_Kyber512\frame_185.jpg,5.87
RPi_Kyber512\frame_186.jpg,5.87
RPi_Kyber512\frame_187.jpg,5.87
RPi_Kyber512\frame_188.jpg,5.87
RPi_Kyber512\frame_189.jpg,5.87
RPi_Kyber512\frame_190.jpg,5.87
RPi_Kyber512\frame_191.jpg,5.87
RPi_Kyber512\frame_192.jpg,5.87
RPi_Kyber512\frame_193.jpg,5.87
RPi_Kyber512\frame_194.jpg,5.87
RPi_Kyber512\frame_195.jpg,5.87
RPi_Kyber512\frame_196.jpg,5.87
RPi_Kyber512\frame_197.jpg,5.87
RPi_Kyber512\frame_198.jpg,5.87
RPi_Kyber512\frame_199.jpg,5.87
RPi_Kyber512\frame_200.jpg,5.87
RPi_Kyber512\frame_201.jpg,5.87
RPi_Kyber512\frame_202.jpg,5.87
RPi_Kyber512\frame_203.jpg,5.87
RPi_Kyber512\frame_204.jpg,5.87
RPi_Kyber512\frame_205.jpg,5.87
RPi_Kyber512\frame_206.jpg,5.87
RPi_Kyber512\frame_207.jpg,5.87
RPi_Kyber512\frame_208.jpg,5.89
RPi_Kyber512\frame_209.jpg,5.89
RPi_Kyber512\frame_210.jpg,5.89
RPi_Kyber512\frame_211.jpg,5.89
RPi_Kyber512\frame_212.jpg,5.89
RPi_Kyber512\frame_213.jpg,5.89
RPi_Kyber512\frame_214.jpg,5.89
RPi_Kyber512\frame_215.jpg,5.89
RPi_Kyber512\frame_216.jpg,5.89
RPi_Kyber512\frame_217.jpg,5.89
RPi_Kyber512\frame_218.jpg,5.89
RPi_Kyber512\frame_219.jpg,5.89
RPi_Kyber512\frame_220.jpg,5.89
RPi_Kyber512\frame_221.jpg,5.89
RPi_Kyber512\frame_222.jpg,5.89
RPi_Kyber512\frame_223.jpg,5.88
RPi_Kyber512\frame_224.jpg,5.88
RPi_Kyber512\frame_225.jpg,5.88
RPi_Kyber512\frame_226.jpg,5.88
RPi_Kyber512\frame_227.jpg,5.88
RPi_Kyber512\frame_228.jpg,5.88
RPi_Kyber512\frame_229.jpg,5.88
RPi_Kyber512\frame_230.jpg,5.88
RPi_Kyber512\frame_231.jpg,5.88
RPi_Kyber512\frame_232.jpg,5.88
RPi_Kyber512\frame_233.jpg,5.88
RPi_Kyber512\frame_234.jpg,5.88
RPi_Kyber512\frame_235.jpg,5.88
